15017	4	4	4	4	4	4	4	4	4	5	
15050	4	4	4	4	4	4	4	4	3	4	
15029	4	4	4	4	4	4	4	4	3	4	
15035	4	4	4	4	4	4	4	4	4	5	
15038	3	3	3	3	3	3	4	4	4	4	
15069	4	4	4	4	4	4	4	4	3	5	
15066	4	4	4	4	4	4	4	4	4	4	
15001	3	3	3	3	3	4	3	4	4	2	
15034	4	4	4	4	4	4	4	3	3	4	
15059	4	4	4	4	4	4	4	4	4	4	
15020	4	4	4	4	4	4	4	3	5	3	
15046	4	4	4	4	4	4	5	5	4	4	
15011	4	4	3	3	3	3	3	3	3	3	
15023	4	4	4	4	4	4	4	4	4	4	
15031	4	4	5	4	4	3	3	4	4	4	
15053	5	5	4	4	4	4	4	4	4	4	
15013	5	5	5	5	5	4	4	4	4	4	
15010	3	3	3	3	3	3	3	4	4	4	
15061	4	4	4	4	4	4	5	4	4	2	
15028	4	4	4	4	5	6	4	4	4	3	
15065	3	3	3	3	3	3	3	4	4	4	
15060	5	5	5	4	4	4	4	4	4	3	
15063	4	4	4	4	4	4	5	5	4	3	
15062	3	3	3	3	3	3	3	3	4	3	
15043	3	3	3	3	3	3	3	3	4	4	
15024	4	4	4	4	4	4	4	4	4	3	
15037	3	3	3	3	3	3	3	3	3	4	
15027	4	3	3	3	3	3	3	4	3	4	
15025	5	4	3	3	3	3	3	3	3	3	
15048	4	4	4	4	4	3	3	4	3	2	
15019	3	3	3	3	3	3	3	3	4	4	
15036	5	5	5	5	5	5	4	4	4	3	
15032	2	2	2	2	2	2	2	2	4	5	
15068	3	3	3	3	3	3	3	5	5	4	
15039	3	3	3	3	3	3	3	4	4	4	
15055	3	3	3	3	3	3	3	3	4	4	
15026	4	4	4	4	4	3	3	4	5	4	
15005	3	3	3	3	3	3	3	3	3	4	
15006	4	4	4	4	4	4	4	4	5	4	
15004	4	4	4	4	4	4	5	4	4	4	
15045	4	5	4	4	4	4	3	4	4	3	
15044	4	4	4	4	4	4	4	4	3	5	
15014	4	4	4	4	4	4	5	4	3	4	
15018	4	4	4	4	4	4	4	4	4	4	
15057	4	4	4	4	4	4	3	3	4	4	
15064	3	3	3	3	3	3	3	3	4	4	
15051	4	4	4	4	4	3	3	3	4	4	
15033	4	4	5	5	5	5	4	4	4	3	
15052	4	4	4	4	4	5	4	5	4	4	
15015	4	5	4	4	4	4	4	4	4	4	
15009	3	3	3	3	3	3	3	4	4	4	
15021	3	3	3	3	3	3	3	3	4	4	
15056	4	4	4	4	4	4	4	5	4	4	
15058	5	5	5	4	4	4	3	4	3	3	
15054	4	4	4	4	4	4	4	4	5	4	
15070	3	3	3	3	3	3	3	3	3	4	
15002	5	4	4	4	4	4	4	3	5	4	
15012	4	4	4	5	4	4	5	5	5	4	
15008	3	3	3	3	3	3	3	3	3	4	
15040	4	4	4	4	4	4	4	4	4	4	
15047	3	3	3	3	3	4	4	4	3	3	
15016	4	4	4	4	4	4	4	5	4	3	
15030	4	4	4	4	3	4	3	4	4	4	
15022	3	3	4	3	3	3	3	4	4	4	
15007	4	4	4	4	4	4	4	4	3	4	
15003	4	4	4	4	4	4	5	4	4	3	
15041	3	3	3	3	3	3	3	3	4	4	
15067	4	4	4	4	4	4	4	5	4	4	
15042	4	4	4	4	4	4	4	4	4	5	
15049	3	3	3	3	3	3	3	3	4	4	
15073	4	5	4	4	4	4	4	4	4	4	
15083	5	5	5	4	5	3	5	4	5	4	
15081	4	4	4	4	4	4	4	3	4	3	
15074	5	5	3	3	3	3	3	4	3	2	
15077	3	3	3	3	3	3	3	3	4	4	
15084	3	3	3	3	3	3	3	4	5	4	
15076	3	3	3	3	3	3	3	3	3	4	
15079	2	2	2	2	2	2	2	3	4	4	
15085	5	5	5	5	4	4	5	5	4	3	
15075	4	4	4	4	4	4	4	4	3	4	
15078	3	3	3	3	3	3	3	3	5	4	
15086	4	4	4	4	4	4	4	5	4	5	
15072	4	4	4	4	4	4	3	4	4	4	
15082	4	4	4	4	4	4	3	4	4	3	
15071	4	4	4	3	3	3	4	4	4	4	
15096	3	3	3	3	3	3	3	3	5	4	
15089	5	5	5	5	5	4	5	4	4	4	
15091	4	4	4	4	4	4	4	4	4	4	
15103	4	4	4	4	4	4	4	3	4	4	
15080	4	4	4	4	4	4	4	4	3	5	
15092	3	3	3	3	3	3	3	3	3	4	
15108	3	3	3	3	3	3	3	3	5	4	
15104	4	4	4	4	4	4	6	3	4	5	
15111	3	3	3	3	3	3	3	4	3	2	
15097	4	4	4	4	4	4	4	3	5	4	
