10027	4	4	4	4	4	3	3	4	3	3	
10017	4	4	4	4	4	4	4	4	4	4	
10012	3	3	3	3	3	3	3	4	4	2	
10058	3	3	3	3	3	3	3	3	4	4	
10042	3	3	3	3	3	3	3	4	3	3	
10051	4	4	4	4	4	4	4	4	4	5	
10069	3	3	3	3	3	3	3	4	3	4	
10016	3	3	3	3	3	3	3	3	4	4	
10026	4	4	4	4	4	4	3	4	5	4	
10015	3	3	3	3	3	3	3	3	3	4	
10054	3	3	3	3	4	4	4	5	3	5	
10023	3	3	3	3	3	3	3	3	4	4	
10045	4	4	4	4	4	4	4	4	4	4	
10030	3	3	3	3	3	3	3	3	4	4	
10049	4	4	4	3	3	3	3	4	4	4	
10044	5	5	4	4	4	4	4	3	3	5	
10032	4	4	4	4	4	4	4	4	4	4	
10006	3	3	3	3	3	3	3	3	4	3	
10002	4	4	4	4	4	4	4	4	4	4	
10059	4	4	4	4	4	4	4	4	4	3	
10067	3	3	3	3	3	3	3	3	3	4	
10010	5	4	4	4	4	4	4	4	4	4	
10041	4	4	4	4	4	4	4	4	3	4	
10018	4	4	4	4	4	4	4	5	3	4	
10020	4	4	4	4	4	4	4	4	5	4	
10062	4	4	4	4	4	4	3	5	5	4	
10064	2	2	2	2	2	2	2	3	4	4	
10019	3	3	3	3	3	3	3	3	3	4	
10040	2	3	3	2	2	3	3	3	4	3	
10024	3	3	3	3	3	3	3	4	4	4	
10048	3	3	3	3	3	3	3	3	3	4	
10043	4	4	4	4	4	4	4	4	3	5	
10065	3	3	3	3	3	4	3	3	4	5	
10070	3	3	3	3	4	4	4	4	4	4	
10028	5	5	5	5	4	6	5	4	4	5	
10034	4	4	4	5	5	4	4	3	6	4	
10003	4	4	4	4	4	5	4	4	5	4	
10031	3	3	3	3	3	3	3	4	4	3	
10037	4	4	4	4	4	4	5	4	5	5	
10060	2	2	2	2	2	2	2	2	3	5	
10029	4	4	4	4	4	4	4	5	4	4	
10001	4	4	4	4	4	4	4	5	5	4	
10046	4	4	4	4	4	4	4	4	4	4	
10021	4	4	4	4	4	4	4	6	4	4	
10011	4	4	4	4	4	4	4	3	4	3	
10066	4	4	4	4	4	4	4	4	4	4	
10013	4	4	4	4	4	4	4	3	4	4	
10061	4	4	4	4	4	4	4	3	5	4	
10035	4	4	4	5	4	4	4	4	4	4	
10022	5	5	4	4	4	4	4	5	3	4	
10036	4	4	4	4	4	4	4	4	4	4	
10004	3	3	3	3	3	3	3	4	4	4	
10009	3	3	3	3	3	3	3	4	4	4	
10063	4	4	4	4	4	4	3	3	5	5	
10007	4	4	4	4	4	5	4	4	4	5	
10039	3	3	3	3	3	3	3	3	4	4	
10053	4	4	4	4	4	4	4	4	4	4	
10052	4	4	4	4	4	3	4	5	4	4	
10056	4	4	4	4	4	4	4	4	4	4	
10050	4	4	4	4	4	4	4	3	4	5	
10047	3	3	3	3	3	3	3	4	4	4	
10057	4	4	4	3	3	3	3	3	4	4	
10005	3	3	3	3	3	3	2	3	3	4	
10033	4	4	4	4	4	4	4	4	3	5	
10008	3	3	3	3	3	3	3	4	4	4	
10055	3	3	3	3	3	3	3	3	3	4	
10038	4	4	4	4	4	4	5	5	4	4	
10068	4	4	4	4	4	4	3	3	5	5	
10025	4	4	4	4	4	4	4	4	4	4	
10014	3	3	3	3	3	3	4	3	5	4	
10075	2	2	2	2	2	2	2	2	3	3	
10071	4	4	4	4	4	4	4	4	3	4	
10078	4	4	4	4	4	4	4	4	4	3	
10076	4	4	4	4	4	4	3	4	3	3	
10072	5	5	4	4	4	4	4	4	5	3	
10073	5	5	5	5	5	4	4	5	5	3	
10084	4	4	4	4	4	4	4	4	4	3	
10085	3	2	2	2	2	2	2	2	4	4	
10088	4	4	4	4	4	4	4	4	4	4	
10074	5	5	5	5	4	4	4	4	5	4	
10087	4	4	4	4	4	4	4	4	5	3	
10083	4	4	4	4	4	4	4	4	3	4	
10081	3	3	3	3	3	3	3	4	5	4	
10089	3	3	3	3	3	3	3	3	4	4	
10080	4	4	4	4	4	4	4	3	3	3	
10091	4	4	4	4	4	4	4	4	4	4	
10100	4	4	4	4	4	4	4	4	4	5	
10098	3	3	3	3	3	3	4	5	3	5	
10079	3	3	3	3	3	3	3	4	3	4	
10114	3	3	3	3	3	3	3	3	2	4	
10094	4	4	4	4	4	4	4	4	3	4	
10077	3	3	3	3	3	3	3	4	4	4	
10086	4	4	4	4	4	4	5	4	5	5	
10093	4	4	4	4	4	4	4	4	4	4	
10127	3	3	3	3	3	3	3	4	4	4	
10130	4	4	4	4	4	4	4	4	4	3	
10103	3	3	3	3	4	4	4	5	3	4	
10102	3	3	3	3	3	3	3	3	4	4	
10101	5	5	5	4	4	4	4	3	5	4	
10108	3	3	3	3	3	3	3	3	3	5	
10117	3	3	3	3	3	3	3	3	3	4	
10134	3	3	3	3	3	3	3	4	6	4	
10099	4	4	4	4	4	4	5	4	3	5	
10111	3	3	3	3	3	3	3	4	4	4	
10107	4	4	4	4	4	4	4	4	4	4	
10129	4	4	4	4	4	4	3	3	3	3	
10096	4	4	4	3	3	3	3	3	4	5	
10116	3	3	3	3	3	3	3	4	3	4	
10109	4	4	4	4	4	4	4	4	4	4	
10138	4	4	4	4	4	4	4	5	5	3	
10104	4	4	4	4	4	4	4	4	4	4	
10090	3	2	2	2	2	2	2	4	4	6	
10131	4	4	4	4	4	4	4	4	4	4	
10135	4	4	4	3	3	3	3	4	3	4	
10095	3	3	3	3	3	4	3	3	4	4	
10110	3	3	3	3	3	3	3	3	3	4	
10128	3	3	3	3	3	3	3	5	4	5	
10115	4	4	4	4	4	4	4	5	4	4	
10097	5	5	5	5	5	5	5	4	5	4	
10124	4	4	4	4	4	4	4	5	3	4	
10121	3	3	3	3	3	3	4	4	4	4	
10082	4	4	4	4	4	3	4	4	5	4	
10106	2	2	2	2	2	2	2	2	4	3	
10139	3	3	3	3	3	3	4	3	5	4	
10092	4	4	4	4	4	4	3	3	4	4	
10113	4	4	4	4	3	3	3	4	5	4	
10120	4	4	4	4	4	4	4	4	4	3	
10112	4	4	4	4	4	4	4	4	4	4	
10123	4	4	4	4	4	4	4	4	4	4	
10125	4	4	4	4	4	4	4	5	4	4	
10126	3	3	3	3	3	3	3	4	3	4	
10136	3	3	3	3	3	3	3	4	4	4	
10118	4	4	4	4	4	4	3	3	4	6	
10133	4	4	4	4	4	3	3	3	5	4	
10105	3	3	3	3	3	3	3	3	4	4	
10119	2	2	2	2	2	2	2	3	3	3	
10122	3	3	3	3	3	3	3	3	4	4	
10137	4	4	4	4	4	4	4	4	5	4	
10132	4	4	4	4	4	4	4	4	4	5	
10140	4	4	4	4	4	4	4	4	4	4	
