41	2	-1.0	-0.3300565183162689	
67	4	-0.8171428442001343	-0.36530300974845886	
55	3	-0.8585714101791382	-0.39028701186180115	
98	3	-0.8438775539398193	-0.33214670419692993	
106	4	-0.7942857146263123	-0.29859238862991333	
109	4	-0.7479591965675354	-0.2646758556365967	
82	4	-0.8824489712715149	-0.2968248128890991	
70	5	-0.5214285850524902	-0.19367331266403198	
83	3	-0.8402040600776672	-0.31753960251808167	
68	4	-0.691428542137146	-0.2574794590473175	
31	3	-0.7704081535339355	-0.3177793622016907	
8	3	-0.9418367147445679	-0.3509965240955353	
65	3	-0.5757142901420593	-0.18353299796581268	
73	3	-0.9389795660972595	-0.3145664632320404	
119	4	-0.8328571319580078	-0.288078635931015	
27	3	-0.7785714268684387	-0.2347855269908905	
15	4	-0.8102040886878967	-0.34501519799232483	
56	3	-0.9131292700767517	-0.3764706254005432	
92	4	-0.8058503270149231	-0.3235055208206177	
54	3	-0.6579591631889343	-0.2658211886882782	
29	3	-0.8493877649307251	-0.4589099884033203	
36	4	-0.7571428418159485	-0.28597408533096313	
49	4	-0.6253061294555664	-0.21159662306308746	
57	3	-0.9522448778152466	-0.48434823751449585	
35	4	-0.813469409942627	-0.3846648931503296	
66	3	-0.831632673740387	-0.2814706563949585	
3	4	-0.5916326642036438	-0.1899925172328949	
45	3	-0.9393877387046814	-0.31896811723709106	
100	4	-0.504897952079773	-0.11838318407535553	
14	4	-0.6081632375717163	-0.20551179349422455	
120	4	-0.7479591965675354	-0.28028613328933716	
1	4	-0.7979592084884644	-0.3765489459037781	
39	3	-0.9142857193946838	-0.4988290071487427	
28	4	-0.6142857074737549	-0.19839240610599518	
4	2	-0.9719047546386719	-0.44117996096611023	
37	3	-0.7189795970916748	-0.2649325430393219	
23	4	-0.7091836929321289	-0.24537627398967743	
26	3	-0.6399999856948853	-0.21015752851963043	
30	4	-0.41857144236564636	-0.1047997772693634	
16	4	-0.6285714507102966	-0.22790193557739258	
12	3	-0.8897958993911743	-0.3411386013031006	
24	3	-0.8421428799629211	-0.37454524636268616	
74	3	-0.7964285612106323	-0.2516672909259796	
77	4	-0.8481632471084595	-0.3504536747932434	
85	3	-0.9071428775787354	-0.4498923420906067	
53	4	-0.5885714292526245	-0.1923525631427765	
60	3	-0.8102040886878967	-0.3491556942462921	
61	3	-0.8875510096549988	-0.3301500678062439	
21	2	-1.0	-0.4124234914779663	
76	4	-0.8842856884002686	-0.3065454959869385	
13	2	-0.7355102300643921	-0.18295341730117798	
42	4	-0.5030612349510193	-0.19267235696315765	
19	4	-0.5975510478019714	-0.183913454413414	
111	4	-0.7214285731315613	-0.30916106700897217	
2	4	-0.8371428847312927	-0.3042902648448944	
18	3	-0.7189795970916748	-0.2654868960380554	
62	3	-0.4504081606864929	-0.09914519637823105	
22	4	-0.7765306234359741	-0.37553566694259644	
104	3	-0.9418367147445679	-0.35081252455711365	
7	3	-0.7091836929321289	-0.2459568828344345	
78	4	-0.8787755370140076	-0.47461289167404175	
63	4	-0.5802040696144104	-0.15727297961711884	
6	4	-0.7844898104667664	-0.2643393278121948	
107	3	-0.7167347073554993	-0.19776001572608948	
59	3	-0.7844898104667664	-0.27255940437316895	
115	3	-0.6714285612106323	-0.23091425001621246	
75	4	-0.6436734795570374	-0.2198430597782135	
5	3	-0.8759183883666992	-0.5424614548683167	
43	4	-0.7918367385864258	-0.4085722863674164	
20	4	-0.6530612111091614	-0.24444599449634552	
88	3	-0.8346938490867615	-0.2943011522293091	
48	3	-0.6789795756340027	-0.22807577252388	
80	4	-0.7189795970916748	-0.26469701528549194	
84	3	-0.572857141494751	-0.19215787947177887	
112	3	-0.7214285731315613	-0.307613730430603	
